ID,Problem Name,Topic,Difficulty,LeetCode URL,YouTube URL
159,"Reverse a LinkedList [Iterative]","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/reverse-linked-list/","https://youtu.be/D2vI2DNJGd8?si=RCaLSx01qR21IBdh"
160,"Reverse a LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/reverse-linked-list/","https://youtu.be/D2vI2DNJGd8?si=RCaLSx01qR21IBdh"
161,"Detect a loop in LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/linked-list-cycle/","https://youtu.be/wiOo4DC5GGA?si=zagt6O6tFXc4_3cx"
162,"Find the starting point in LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/linked-list-cycle-ii/","https://youtu.be/2Kd0KKmmHFc?si=7UreDPRjRvapeVB0"
163,"Length of loop in LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"","https://youtu.be/I4g1qbkTPus?si=ONktpqewvx57T8pF"
164,"Check if LL is palindrome or not","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/palindrome-linked-list/","https://youtu.be/lRY_G-u_8jk?si=BpM8hRYvXSYyjl-G"
165,"Segregate odd and even nodes in Linked List","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/odd-even-linked-list/","https://youtu.be/qf6qp7GzD5Q?si=JozAyXUdT8EJMSCQ"
166,"Remove Nth node from the back of the LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/remove-nth-node-from-end-of-list/","https://youtu.be/3kMKYQ2wNIU?si=DtFDnPU7z9HMz_GM"
167,"Delete the middle node in LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/#:~:text=You%20are%20given%20the%20head,than%20or%20equal%20to%20x%20.","https://youtu.be/ePpV-_pfOeI?si=Au9GsZkVO57j6SiN"
168,"Sort LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard,"https://leetcode.com/problems/sort-list/","https://youtu.be/8ocB7a_c-Cc?si=Gv-Y8q8-WyARoV35"
169,"Sort a Linked List of 0's 1's and 2's","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"","https://youtu.be/gRII7LhdJWc?si=l3qRC7w3NhY7OAqw"
170,"Find the intersection point of Y LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/intersection-of-two-linked-lists/","https://youtu.be/0DYoPz2Tpt4?si=L-uJs5yXUxj4VJM2"
171,"Add one to a number represented by LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"","https://youtu.be/aXQWhbvT3w0?si=uRgU9S4r5cVmnUy7"
172,"Add two numbers in Linked List","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/add-two-numbers/","https://www.youtube.com/watch?v=LBVsXSMOIk4&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=32"
173,"Delete all occurrences of a key in DLL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard,"","https://youtu.be/Mh0NH_SD92k?si=tCYshBRi1upMqSVz"
174,"Find Pairs with Given Sum in Doubly Linked List","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"","https://youtu.be/YitR4dQsddE?si=iZAC259hdngV_OxC"
175,"Remove duplicates from sorted DLL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard,"","https://youtu.be/YJKVTnOJXSY?si=AsZoNUoewetsBjr0"
176,"Reverse LL in group of given size K","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard,"https://leetcode.com/problems/reverse-nodes-in-k-group/","https://youtu.be/lIar1skcQYI?si=_jFghHKX4eaK36a1"
177,"Rotate a LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard,"https://leetcode.com/problems/rotate-list/description/","https://youtu.be/uT7YI7XbTY8?si=ZaChW3a68c_v54Is"
178,"Flattening of LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard,"","https://youtu.be/ykelywHJWLg?si=InMg9MmTHzY22NSR"
179,"Clone a LL with random and next pointer","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard,"https://leetcode.com/problems/copy-list-with-random-pointer/","https://youtu.be/q570bKdrnlw?si=epZtpWvtNwuTf23o"
180,"Recursive Implementation of atoi()","Recursion [PatternWise]",Medium,"https://leetcode.com/problems/string-to-integer-atoi/",""
181,"Pow(x, n)","Recursion [PatternWise]",Easy,"https://leetcode.com/problems/powx-n/","https://youtu.be/l0YC3876qxg"
182,"Count Good Numbers","Recursion [PatternWise]",Medium,"https://leetcode.com/problems/count-good-numbers/",""
183,"Sort a stack using recursion","Recursion [PatternWise]",Medium,"",""
184,"Reverse a Stack","Recursion [PatternWise]",Medium,"",""
185,"Generate Binary Strings Without Consecutive 1s","Recursion [PatternWise]",Medium,"",""
186,"Generate Parentheses","Recursion [PatternWise]",Medium,"https://leetcode.com/problems/generate-parentheses/",""
187,"Power Set","Recursion [PatternWise]",Medium,"","https://www.youtube.com/watch?v=b7AYbpM5YrE&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=67"
188,"Learn All Patterns of Subsequences (Theory)","Recursion [PatternWise]",Easy,"","https://www.youtube.com/watch?v=eQCS_v3bw0Q&list=PLgUwDviBIf0rGlzIn_7rsaR2FQ5e6ZOL9&index=7"
189,"Count all subsequences with sum K","Recursion [PatternWise]",Easy,"",""
190,"Check if there exists a subsequence with sum K","Recursion [PatternWise]",Easy,"",""
191,"Combination Sum","Recursion [PatternWise]",Medium,"https://leetcode.com/problems/combination-sum/","https://www.youtube.com/watch?v=OyZFFqQtu98&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=49"
192,"Combination Sum II","Recursion [PatternWise]",Medium,"https://leetcode.com/problems/combination-sum-ii/","https://www.youtube.com/watch?v=G1fRTGRxXU8&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=50"
193,"Subsets I","Recursion [PatternWise]",Medium,"","https://www.youtube.com/watch?v=rYkfBRtMJr8&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=52"
194,"Subsets II","Recursion [PatternWise]",Medium,"https://leetcode.com/problems/subsets-ii/","https://www.youtube.com/watch?v=RIn3gOkbhQE&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=53"
195,"Combination Sum III","Recursion [PatternWise]",Medium,"https://leetcode.com/problems/combination-sum-iii/",""
196,"Letter Combinations of a Phone Number","Recursion [PatternWise]",Hard,"https://leetcode.com/problems/letter-combinations-of-a-phone-number/",""
197,"Palindrome partitioning","Recursion [PatternWise]",Hard,"","https://youtu.be/_H8V5hJUGd0"
198,"Word Search","Recursion [PatternWise]",Hard,"https://leetcode.com/problems/word-search/",""
199,"N Queen","Recursion [PatternWise]",Hard,"https://leetcode.com/problems/n-queens/","https://www.youtube.com/watch?v=i05Ju7AftcM&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=57"
200,"Rat in a Maze","Recursion [PatternWise]",Hard,"","https://www.youtube.com/watch?v=bLGZhJlt4y0&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=60"
201,"Word Break","Recursion [PatternWise]",Medium,"",""
202,"M Coloring Problem","Recursion [PatternWise]",Hard,"","https://www.youtube.com/watch?v=wuVwUK25Rfc&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=59"
203,"Sudoku Solver","Recursion [PatternWise]",Hard,"https://leetcode.com/problems/sudoku-solver/","https://www.youtube.com/watch?v=FWAIf_EVUKE&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=58"
204,"Expression Add Operators","Recursion [PatternWise]",Hard,"https://leetcode.com/problems/expression-add-operators/",""
205,"Introduction to Bits and Tricks","Bit Manipulation [Concepts & Problems]",Easy,"","https://youtu.be/qQd-ViW7bfk?si=QtdNaRhHmZb08Mr8"
206,"Check if the i-th bit is Set or Not","Bit Manipulation [Concepts & Problems]",Easy,"","https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV"
207,"Check if a Number is Odd or Not","Bit Manipulation [Concepts & Problems]",Easy,"","https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV"
208,"Check if a Number is Power of 2 or Not","Bit Manipulation [Concepts & Problems]",Easy,"https://leetcode.com/problems/power-of-two/","https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV"
209,"Count the Number of Set Bits","Bit Manipulation [Concepts & Problems]",Easy,"","https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV"
210,"Set/Unset the rightmost unset bit","Bit Manipulation [Concepts & Problems]",Easy,"","https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV"
211,"Swap Two Numbers","Bit Manipulation [Concepts & Problems]",Easy,"","https://youtu.be/nttpF8kwgd4?si=x9o8PsYaA2XVZ9rV"
212,"Divide two numbers without multiplication and division","Bit Manipulation [Concepts & Problems]",Medium,"https://leetcode.com/problems/divide-two-integers/","https://youtu.be/pBD4B1tzgVc?si=G9c5pEE-RrzeU6sz"
213,"Minimum Bit Flips to Convert Number","Bit Manipulation [Concepts & Problems]",Medium,"https://leetcode.com/problems/minimum-bit-flips-to-convert-number/","https://youtu.be/OOdrmcfZXd8?si=rnkRVz1UiVBKWC69"
214,"Single Number - I","Bit Manipulation [Concepts & Problems]",Medium,"https://leetcode.com/problems/single-number/","https://youtu.be/bYWLJb3vCWY?t=1369"
215,"Power Set Bit Manipulation","Bit Manipulation [Concepts & Problems]",Medium,"https://leetcode.com/problems/subsets/","https://youtu.be/LqKaUv1G3_I?si=UXU_T5OsHiokPRvP"
216,"XOR of numbers in a given range","Bit Manipulation [Concepts & Problems]",Medium,"","https://youtu.be/WqGb7159h7Q?si=uGUEbNUUaIN_6Vvr"
217,"Single Number - III","Bit Manipulation [Concepts & Problems]",Medium,"","https://youtu.be/UA5JnV1J2sI?si=VFBRJyb3boZvx_r1"
218,"Print Prime Factors of a Number","Bit Manipulation [Concepts & Problems]",Hard,"","https://youtu.be/LT7XhVdeRyg?si=6HkjQokJRPTFai21"
219,"Divisors of a Number","Bit Manipulation [Concepts & Problems]",Easy,"","https://youtu.be/1xNbjMdbjug?t=1580"
220,"Count primes in range L to R","Bit Manipulation [Concepts & Problems]",Hard,"https://leetcode.com/problems/count-primes/","https://youtu.be/g5Fuxn_AvSk?si=fv6Q-Po7wrMW0a5n"
221,"Prime factorisation of a Number","Bit Manipulation [Concepts & Problems]",Hard,"","https://youtu.be/LT7XhVdeRyg?si=6HkjQokJRPTFai21"
222,"Pow(x,n)","Bit Manipulation [Concepts & Problems]",Easy,"https://leetcode.com/problems/powx-n/","https://youtu.be/l0YC3876qxg"
223,"Implement Stack using Arrays","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"","https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w"
224,"Implement Queue using Arrays","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"","https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w"
225,"Implement Stack using Queue","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"https://leetcode.com/problems/implement-stack-using-queues/","https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w"
226,"Implement Queue using Stack","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"https://leetcode.com/problems/implement-queue-using-stacks/","https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w"
227,"Implement stack using Linkedlist","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"","https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w"
228,"Implement queue using Linkedlist","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"","https://youtu.be/tqQ5fTamIN4?si=ofLt8Zt1ZvhikZ6w"
229,"Balanced Paranthesis","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"https://leetcode.com/problems/valid-parentheses/","https://youtu.be/xwjS0iZhw4I?si=UoyKpFn4Q3nf5h2R"
230,"Implement Min Stack","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Hard,"https://leetcode.com/problems/min-stack/","https://youtu.be/NdDIaH91P0g?si=4_Jbsq5trFvfSdUY"
231,"Infix to Postfix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"","https://youtu.be/4pIc9UBHJtk?si=ryeVvQWpCgwbTQrh"
232,"Prefix to Infix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"","https://youtu.be/4pIc9UBHJtk?si=ryeVvQWpCgwbTQrh"
233,"Prefix to Postfix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"","https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P"
234,"Postfix to Prefix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"","https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P"
235,"Postfix to Infix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"","https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P"
236,"Infix to Prefix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"","https://youtu.be/4pIc9UBHJtk?si=0pWtyDC1GhbiYP3P"
237,"Next Greater Element","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://leetcode.com/problems/next-greater-element-i/","https://youtu.be/e7XQLtOQM3I?si=QdcHpTtx6gAHsext"
238,"Next Greater Element - 2","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://leetcode.com/problems/next-greater-element-ii/","https://youtu.be/7PrncD7v9YQ?si=UkBc7eVy9HGlBpeW"
239,"Next Smaller Element","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"",""
240,"Number of Greater Elements to the Right","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"",""
241,"Trapping Rainwater","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Hard,"https://leetcode.com/problems/trapping-rain-water/","https://youtu.be/1_5VuquLbXg?si=NFG6df318_6OtGvg"
242,"Sum of Subarray Minimums","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://leetcode.com/problems/sum-of-subarray-minimums/","https://youtu.be/v0e8p9JCgRc?si=XAU7ekECgS5nboRw"
243,"Asteroid Collision","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://leetcode.com/problems/asteroid-collision/","https://youtu.be/_eYGqw_VDR4?si=YyxibcHq800RqgIQ"
244,"Sum of Subarray Ranges","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://leetcode.com/problems/sum-of-subarray-ranges/","https://youtu.be/gIrMptNPf5M?si=Q_GHuBvzZVs27X_U"
245,"Remove K Digits","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://leetcode.com/problems/remove-k-digits/","https://youtu.be/jmbuRzYPGrg?si=WN387gwQ7aXWkUao"
246,"Largest rectangle in a histogram","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Hard,"https://leetcode.com/problems/largest-rectangle-in-histogram/","https://youtu.be/Bzat9vgD0fs?si=DiBlLejXcr6EJoyB"
247,"Maximum Rectangles","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Hard,"https://leetcode.com/problems/maximal-rectangle/","https://youtu.be/tOylVCugy9k"
248,"Sliding Window Maximum","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Hard,"https://leetcode.com/problems/sliding-window-maximum/","https://youtu.be/NwBvene4Imo?si=eU1PY-bcQfk5wdog"
249,"Stock span problem","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Hard,"https://leetcode.com/problems/online-stock-span/","https://youtu.be/eay-zoSRkVc?si=deNNe5i38BOAntha"
250,"Celebrity Problem","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Hard,"https://leetcode.com/accounts/login/?next=/problems/find-the-celebrity/","https://youtu.be/cEadsbTeze4?si=olXYfOs7l-SEn2zl"
251,"LRU Cache","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"",""
252,"LFU Cache","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Hard,"https://leetcode.com/problems/lfu-cache/","https://www.youtube.com/watch?v=0PSB9y8ehbk&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=79"
253,"Longest Substring Without Repeating Characters","Sliding Window & Two Pointer Combined Problems",Medium,"https://leetcode.com/problems/longest-substring-without-repeating-characters/","https://youtu.be/-zSxTJkcdAo?si=I2zfR-vlDMg0zU9z"
254," Max Consecutive Ones III","Sliding Window & Two Pointer Combined Problems",Medium,"https://leetcode.com/problems/max-consecutive-ones-iii/","https://youtu.be/3E4JBHSLpYk?si=SoOW64pP6otEKxBw"
255," Fruit Into Baskets","Sliding Window & Two Pointer Combined Problems",Medium,"","https://youtu.be/e3bs0uA1NhQ?si=gR8pO62u-nJeFAXk"
256,"Longest Repeating Character Replacement","Sliding Window & Two Pointer Combined Problems",Hard,"https://leetcode.com/problems/longest-repeating-character-replacement/","https://youtu.be/_eNhaDCr6P0?si=pBWcEjozF5poom0p"
257,"Binary Subarrays With Sum","Sliding Window & Two Pointer Combined Problems",Hard,"https://leetcode.com/problems/binary-subarrays-with-sum/","https://youtu.be/XnMdNUkX6VM?si=Nyt8EveeLUg8lmty"
258,"Count number of Nice subarrays","Sliding Window & Two Pointer Combined Problems",Hard,"https://leetcode.com/problems/count-number-of-nice-subarrays/","https://youtu.be/j_QOv9OT9Og?si=Oq5-5hyFkzVSOZpP"
259,"Number of Substrings Containing All Three Characters","Sliding Window & Two Pointer Combined Problems",Hard,"https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/","https://youtu.be/xtqN4qlgr8s?si=kuaLHVOLXhh5Z2tW"
260,"Maximum Points You Can Obtain from Cards ","Sliding Window & Two Pointer Combined Problems",Medium,"https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/","https://youtu.be/pBWCOCS636U?si=-X64rY67noxvOwrG"
261,"Longest Substring With At Most K Distinct Characters","Sliding Window & Two Pointer Combined Problems",Hard,"https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/","https://youtu.be/teM9ZsVRQyc?si=Kh0_u6aCkkBU3Q33"
262,"Subarrays with K Different Integers","Sliding Window & Two Pointer Combined Problems",Medium,"https://leetcode.com/problems/subarrays-with-k-different-integers/","https://youtu.be/7wYGbV_LsX4?si=KWa48RgLDCvdNqRb"
263,"Minimum Window Substring ","Sliding Window & Two Pointer Combined Problems",Hard,"https://leetcode.com/problems/minimum-window-substring/","https://youtu.be/WJaij9ffOIY?si=-xnsWIH84zWU0ICd"
264,"Minimum Window Subsequence","Sliding Window & Two Pointer Combined Problems",Hard,"https://leetcode.com/problems/minimum-window-subsequence/",""
265,"Kth smallest element in an array [use priority queue]","Heaps [Learning, Medium, Hard Problems]",Medium,"",""
266,"Heaps (Theory Video)","Heaps [Learning, Medium, Hard Problems]",Easy,"",""
267,"Implement Min Heap","Heaps [Learning, Medium, Hard Problems]",Medium,"",""
268,"Check if an array represents a min heap ","Heaps [Learning, Medium, Hard Problems]",Medium,"",""
269,"Convert Min Heap to Max Heap","Heaps [Learning, Medium, Hard Problems]",Medium,"",""
270,"K-th Largest element in an array","Heaps [Learning, Medium, Hard Problems]",Medium,"",""
271,"Sort K sorted array","Heaps [Learning, Medium, Hard Problems]",Easy,"",""
272,"Merge K sorted Lists","Heaps [Learning, Medium, Hard Problems]",Hard,"https://leetcode.com/problems/merge-k-sorted-lists/",""
273,"Replace Elements by Their Rank","Heaps [Learning, Medium, Hard Problems]",Easy,"",""
274,"Task Scheduler","Heaps [Learning, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/task-scheduler/",""
275,"Hand of Straights","Heaps [Learning, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/hand-of-straights/",""
276,"Design Twitter","Heaps [Learning, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/design-twitter/",""
277,"Minimum Cost to Connect Sticks","Heaps [Learning, Medium, Hard Problems]",Medium,"",""
278,"Kth largest element in a stream of running integers","Heaps [Learning, Medium, Hard Problems]",Hard,"https://leetcode.com/problems/kth-largest-element-in-a-stream/#:~:text=Implement%20KthLargest%20class%3A,largest%20element%20in%20the%20stream.",""
279,"Maximum Sum Combination","Heaps [Learning, Medium, Hard Problems]",Hard,"",""
280,"Find Median from Data Stream","Heaps [Learning, Medium, Hard Problems]",Hard,"https://leetcode.com/problems/find-median-from-data-stream/",""
281,"Top K Frequent Elements","Heaps [Learning, Medium, Hard Problems]",Medium,"https://leetcode.com/problems/top-k-frequent-elements/",""
282,"Assign Cookies","Greedy Algorithms [Easy, Medium/Hard]",Easy,"https://leetcode.com/problems/assign-cookies/","https://youtu.be/DIX2p7vb9co?si=GofAIDimue-Av0Fi"
283,"Fractional Knapsack","Greedy Algorithms [Easy, Medium/Hard]",Medium,"","https://youtu.be/1ibsQrnuEEg?si=8R2By3wpHo0zZVHE"
284,"Lemonade Change","Greedy Algorithms [Easy, Medium/Hard]",Easy,"https://leetcode.com/problems/lemonade-change/","https://youtu.be/n_tmibEhO6Q?si=q1NW8MfPy0QU6fIl"
285,"Valid Paranthesis Checker","Greedy Algorithms [Easy, Medium/Hard]",Hard,"https://leetcode.com/problems/valid-parenthesis-string/","https://youtu.be/cHT6sG_hUZI?si=XRHeyh7jOaLaTy3g"
286,"N meetings in one room","Greedy Algorithms [Easy, Medium/Hard]",Medium,"","https://youtu.be/mKfhTotEguk?si=2RELeq18mpmIIN3Q"
287,"Jump Game - I","Greedy Algorithms [Easy, Medium/Hard]",Easy,"https://leetcode.com/problems/jump-game/","https://youtu.be/tZAa_jJ3SwQ?si=voKd7n9VTLDRRNzJ"
288,"Jump Game II","Greedy Algorithms [Easy, Medium/Hard]",Medium,"https://leetcode.com/problems/jump-game-ii/","https://youtu.be/7SBVnw7GSTk?si=9uUouBELh9K3m2jZ"
289,"Minimum number of platforms required for a railway","Greedy Algorithms [Easy, Medium/Hard]",Medium,"","https://youtu.be/AsGzwR_FWok?si=165acXU_dtqOHuo9"
290,"Job sequencing Problem","Greedy Algorithms [Easy, Medium/Hard]",Medium,"","https://youtu.be/QbwltemZbRg?si=wvcemJ5BLPlTRmkG"
291,"Candy","Greedy Algorithms [Easy, Medium/Hard]",Hard,"https://leetcode.com/problems/candy/","https://youtu.be/IIqVFvKE6RY?si=EjmuXZJNLQLUkEd7"
292,"Shortest Job First","Greedy Algorithms [Easy, Medium/Hard]",Medium,"","https://youtu.be/3-QbX1iDbXs?si=IH8QZUblr01F7UoQ"
293,"Program for Least Recently Used (LRU) Page Replacement Algorithm","Greedy Algorithms [Easy, Medium/Hard]",Medium,"",""
294,"Insert Interval","Greedy Algorithms [Easy, Medium/Hard]",Medium,"https://leetcode.com/problems/insert-interval/","https://youtu.be/xxRE-46OCC8?si=a7aPuIw16zDx2lAa"
295,"Merge Intervals","Greedy Algorithms [Easy, Medium/Hard]",Medium,"https://leetcode.com/problems/merge-intervals/","https://www.youtube.com/watch?v=2JzRBPFYbKE&list=PLgUwDviBIf0rPG3Ictpu74YWBQ1CaBkm2&index=6"
296,"Non-overlapping Intervals","Greedy Algorithms [Easy, Medium/Hard]",Medium,"https://leetcode.com/problems/non-overlapping-intervals/","https://youtu.be/HDHQ8lAWakY?si=JVtLqboGdpUTOVjf"
297,"Introduction to Trees","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"","https://youtu.be/_ANrF3FJm7I"
298,"Binary Tree Representation in Java","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"","https://youtu.be/hyLyW7rP24I"
299,"Pre, Post, Inorder in one traversal","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"","https://youtu.be/ySp2epYvgTE"
300,"Preorder Traversal","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://leetcode.com/problems/binary-tree-preorder-traversal/","https://youtu.be/RlUu72JrOCQ"
301,"Inorder Traversal of Binary Tree","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://leetcode.com/problems/binary-tree-inorder-traversal/","https://youtu.be/Z_NEgBgbRVI"
302,"Postorder Traversal","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://leetcode.com/problems/binary-tree-postorder-traversal/","https://youtu.be/2YBhNLodD8Q"
303,"Level Order Traversal","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://leetcode.com/problems/binary-tree-level-order-traversal/","https://youtu.be/EoAsWbO7sqg"
304,"Iterative Preorder Traversal of Binary Tree","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://leetcode.com/problems/binary-tree-preorder-traversal/","https://youtu.be/Bfqd8BsPVuw"
305,"Iterative Inorder Traversal of Binary Tree","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://leetcode.com/problems/binary-tree-inorder-traversal/","https://youtu.be/lxTGsVXjwvM"
306,"Post-order Traversal of Binary Tree using 2 stack","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://leetcode.com/problems/binary-tree-postorder-traversal/","https://youtu.be/2YBhNLodD8Q"
307,"Post-order Traversal of Binary Tree using 1 stack","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://leetcode.com/problems/binary-tree-postorder-traversal/","https://youtu.be/NzIGLLwZBS8"
308,"Preorder, Inorder, and Postorder Traversal in one Traversal","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"","https://youtu.be/ySp2epYvgTE"
309,"Maximum Depth in BT","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://leetcode.com/problems/maximum-depth-of-binary-tree/","https://youtu.be/eD3tmO66aBA"
310,"Check for balanced binary tree","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://leetcode.com/problems/balanced-binary-tree/","https://youtu.be/Yt50Jfbd8Po"
311,"Diameter of Binary Tree","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://leetcode.com/problems/diameter-of-binary-tree/","https://youtu.be/Rezetez59Nk"
312,"Maximum path sum ","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://leetcode.com/problems/binary-tree-maximum-path-sum/","https://youtu.be/WszrfSwMz58"
313,"Check if two trees are identical or not","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://leetcode.com/problems/same-tree/","https://youtu.be/BhuvF_-PWS0"
