ID,Problem Name,Topic,Difficulty,LeetCode URL,YouTube URL
314,"Zig Zag or Spiral Traversal","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/","https://youtu.be/3OXWEdlIGl4"
315,"Boundary Traversal","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://leetcode.com/problems/boundary-of-binary-tree/","https://youtu.be/0ca1nvR0be4"
316,"Vertical Order Traversal","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/","https://youtu.be/q_a6lpbKJdw"
317,"Top View of BT","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"","https://youtu.be/Et9OCDNvJ78"
318,"Bottom view of BT","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"","https://youtu.be/0FtVY6I4pB8"
319,"Right/Left View of Binary Tree","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://leetcode.com/problems/binary-tree-right-side-view/","https://youtu.be/KV4mRzTjlAk"
320,"Symmetric Binary Tree","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://leetcode.com/problems/symmetric-tree/","https://youtu.be/nKggiEpBE"
321,"Print root to leaf path in BT","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"","https://youtu.be/fmflMqVOC7k"
322,"LCA in BT","Binary Trees [Traversals, Medium and Hard Problems]",Hard,"https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/","https://youtu.be/_-QHfMDde90"
323,"Maximum Width of BT","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://leetcode.com/problems/maximum-width-of-binary-tree/","https://youtu.be/ZbybYvcVLks"
324,"Children Sum Property in Binary Tree","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"","https://youtu.be/fnmisPM6cVo"
325,"Print all nodes at a distance of K in BT","Binary Trees [Traversals, Medium and Hard Problems]",Hard,"https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/","https://youtu.be/i9ORlEy6EsI"
326,"Minimum time taken to burn the BT from a given Node","Binary Trees [Traversals, Medium and Hard Problems]",Hard,"","https://youtu.be/2r5wLmQfD6g"
327,"Count total nodes in a complete BT","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://leetcode.com/problems/count-complete-tree-nodes/","https://youtu.be/u-yWemKGWO0"
328,"Requirements needed to construct a unique BT","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"","https://youtu.be/9GMECGQgWrQ"
329,"Construct a BT from Preorder and Inorder","Binary Trees [Traversals, Medium and Hard Problems]",Hard,"https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/","https://youtu.be/aZNaLrVebKQ"
330,"Construct the Binary Tree from Postorder and Inorder Traversal","Binary Trees [Traversals, Medium and Hard Problems]",Hard,"https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/","https://youtu.be/LgLRTaEMRVc"
331,"Serialize and De-serialize BT","Binary Trees [Traversals, Medium and Hard Problems]",Hard,"https://leetcode.com/problems/serialize-and-deserialize-binary-tree/","https://youtu.be/-YbXySKJsX8"
332,"Morris Preorder Traversal of a Binary Tree","Binary Trees [Traversals, Medium and Hard Problems]",Hard,"https://leetcode.com/problems/binary-tree-inorder-traversal/","https://youtu.be/80Zug6D1_r4"
333,"Morris Inorder Traversal of a Binary Tree","Binary Trees [Traversals, Medium and Hard Problems]",Hard,"https://leetcode.com/problems/binary-tree-inorder-traversal/","https://youtu.be/80Zug6D1_r4"
334,"Flatten Binary Tree to Linked List","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://leetcode.com/problems/flatten-binary-tree-to-linked-list/","https://youtu.be/sWf7k1x9XR4"
335,"Introduction to BST","Binary Search Trees [Concept and Problems]",Easy,"","https://youtu.be/p7-9UvDQZ3w"
336,"Search in a Binary Search Tree","Binary Search Trees [Concept and Problems]",Easy,"https://leetcode.com/problems/search-in-a-binary-search-tree/","https://youtu.be/KcNt6v_56cc"
337,"Find Min/Max in BST","Binary Search Trees [Concept and Problems]",Easy,"",""
338,"Floor and Ceil in a BST","Binary Search Trees [Concept and Problems]",Easy,"","https://www.youtube.com/watch?v=xm_W1ub-K-w&list=PLgUwDviBIf0q8Hkd7bK2Bpryj2xVJk8Vk&index=43"
339,"Floor in a Binary Search Tree","Binary Search Trees [Concept and Problems]",Easy,"","https://youtu.be/xm_W1ub-K-w"
340,"Insert a given node in BST","Binary Search Trees [Concept and Problems]",Medium,"https://leetcode.com/problems/insert-into-a-binary-search-tree/","https://youtu.be/FiFiNvM29ps"
341,"Delete a node in BST","Binary Search Trees [Concept and Problems]",Medium,"https://leetcode.com/problems/delete-node-in-a-bst/","https://youtu.be/kouxiP_H5WE"
342,"Kth Smallest and Largest element in BST","Binary Search Trees [Concept and Problems]",Medium,"https://leetcode.com/problems/kth-smallest-element-in-a-bst/","https://youtu.be/9TJYWh0adfk"
343,"Check if a tree is a BST or not","Binary Search Trees [Concept and Problems]",Medium,"https://leetcode.com/problems/validate-binary-search-tree/","https://youtu.be/f-sj7I5oXEI"
344,"LCA in BST","Binary Search Trees [Concept and Problems]",Medium,"https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/","https://youtu.be/cX_kPV_foZc"
345,"Construct a BST from a preorder traversal","Binary Search Trees [Concept and Problems]",Medium,"https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/","https://youtu.be/UmJT3j26t1I"
346,"Inorder Successor/Predecessor in BST","Binary Search Trees [Concept and Problems]",Medium,"https://leetcode.com/problems/inorder-successor-in-bst/","https://youtu.be/SXKAD2svfmI"
347,"Merge 2 BST's","Binary Search Trees [Concept and Problems]",Hard,"https://leetcode.com/problems/binary-search-tree-iterator/","https://youtu.be/D2jMcmxU4bs"
348,"Two Sum In BST | Check if there exists a pair with Sum K","Binary Search Trees [Concept and Problems]",Hard,"https://leetcode.com/problems/two-sum-iv-input-is-a-bst/","https://youtu.be/ssL3sHwPeb4"
349,"Correct BST with two nodes swapped","Binary Search Trees [Concept and Problems]",Hard,"https://leetcode.com/problems/recover-binary-search-tree/","https://youtu.be/ZWGW7FminDM"
350,"Largest BST in Binary Tree","Binary Search Trees [Concept and Problems]",Hard,"https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/","https://youtu.be/X0oXMdtUDwo"
351,"Introduction to Graph","Graphs [Concepts & Problems]",Easy,"","https://youtu.be/3oI-34aPMWM"
352,"Graph Representation | C++","Graphs [Concepts & Problems]",Easy,"","https://youtu.be/3oI-34aPMWM"
353,"Graph Representation | Java","Graphs [Concepts & Problems]",Easy,"","https://youtu.be/3oI-34aPMWM"
354,"Connected Components","Graphs [Concepts & Problems]",Medium,"",""
355,"Traversal Techniques","Graphs [Concepts & Problems]",Medium,"","https://youtu.be/Qzf1a--rhp8"
356,"DFS","Graphs [Concepts & Problems]",Medium,"","https://youtu.be/Qzf1a--rhp8"
357,"Number of provinces","Graphs [Concepts & Problems]",Medium,"https://leetcode.com/problems/number-of-provinces/#:~:text=A%20province%20is%20a%20group,the%20total%20number%20of%20provinces.","https://youtu.be/ACzkVtewUYA"
358,"Connected Components Problem in Matrix","Graphs [Concepts & Problems]",Medium,"",""
359,"Rotten Oranges","Graphs [Concepts & Problems]",Medium,"https://leetcode.com/problems/rotting-oranges/","https://www.youtube.com/watch?v=yf3oUhkvqA0"
360,"Flood fill algorithm","Graphs [Concepts & Problems]",Medium,"https://leetcode.com/problems/flood-fill/",""
361,"Cycle Detection in Undirected Graph (bfs)","Graphs [Concepts & Problems]",Hard,"","https://youtu.be/BPlrALf1LDU"
362,"Detect a cycle in an undirected graph","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/course-schedule/","https://youtu.be/zQ3zgFypzX4"
363,"Distance of nearest cell having one","Graphs [Concepts & Problems]",Medium,"https://leetcode.com/problems/01-matrix/","https://youtu.be/edXdVwkYHF8"
364,"Surrounded Regions","Graphs [Concepts & Problems]",Medium,"https://leetcode.com/problems/surrounded-regions/","https://youtu.be/BtdgAys4yMk"
365,"Number of enclaves","Graphs [Concepts & Problems]",Medium,"https://leetcode.com/problems/number-of-enclaves/","https://youtu.be/rxKcepXQgU4"
366,"Word ladder I","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/word-ladder/","https://youtu.be/tRPda0rcf8E"
367,"Word ladder II","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/word-ladder-ii/","https://youtu.be/AD4SFl7tu7I?si=EpcJQTWm2YeURvEG"
368,"Number of islands","Graphs [Concepts & Problems]",Medium,"https://leetcode.com/problems/number-of-islands/","https://www.youtube.com/watch?v=muncqlKJrH0&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=8"
369,"Bipartite Graph (DFS)","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/is-graph-bipartite/","https://youtu.be/KG5YFfR0j8A"
370,"Cycle Detection in Directed Graph (DFS)","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/course-schedule-ii/discuss/293048/detecting-cycle-in-directed-graph-problem","https://youtu.be/9twcmtQj4DU"
371,"Topo Sort","Graphs [Concepts & Problems]",Hard,"","https://youtu.be/5lZ0iJMrUMk"
372,"Topological sort or Kahn's algorithm","Graphs [Concepts & Problems]",Hard,"","https://youtu.be/5lZ0iJMrUMk"
373,"Detect a cycle in a directed graph","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/course-schedule/","https://www.youtube.com/watch?v=uzVUw90ZFIg&list=PLgUwDviBIf0rGEWe64KWas0Nryn7SCRWw&index=12"
374,"Course Schedule I","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/course-schedule/","https://youtu.be/WAOfKpxYHR8"
375,"Course Schedule II","Graphs [Concepts & Problems]",Medium,"https://leetcode.com/problems/course-schedule-ii/","https://youtu.be/WAOfKpxYHR8"
376,"Find eventual safe states","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/find-eventual-safe-states/","https://youtu.be/2gtg3VsDGyc"
377,"Alien Dictionary","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/alien-dictionary/solution/","https://youtu.be/U3N_je7tWAs"
378,"Shortest path in undirected graph with unit weights","Graphs [Concepts & Problems]",Hard,"","https://www.youtube.com/watch?v=C4gxoTaI71U&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=28"
379,"Shortest path in DAG","Graphs [Concepts & Problems]",Hard,"","https://www.youtube.com/watch?v=ZUFQfFaU-8U&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=27"
380,"Djisktra's Algorithm","Graphs [Concepts & Problems]",Hard,"","https://www.youtube.com/watch?v=rp1SMw7HSO8&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=35"
381,"Why priority Queue is used in Djisktra's Algorithm","Graphs [Concepts & Problems]",Hard,"","https://www.youtube.com/watch?v=rp1SMw7HSO8&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=35"
382,"Shortest Distance in a Binary Maze","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/shortest-path-in-binary-matrix/","https://www.youtube.com/watch?v=U5Mw4eyUmw4&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=36"
383,"Path with minimum effort","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/path-with-minimum-effort/","https://youtu.be/0ytpZyiZFhA"
384,"Cheapest flight within K stops","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/cheapest-flights-within-k-stops/","https://youtu.be/9XybHVqTHcQ"
385,"Network Delay Time","Graphs [Concepts & Problems]",Medium,"https://leetcode.com/problems/network-delay-time/",""
386,"Number of ways to arrive at destination","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/","https://youtu.be/_-0mx0SmYxA"
387,"Minimum multiplications to reach end","Graphs [Concepts & Problems]",Hard,"","https://www.youtube.com/watch?v=_BvEJ3VIDWw&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=39"
388,"Bellman Ford Algorithm","Graphs [Concepts & Problems]",Hard,"","https://youtu.be/0vVofAhAYjc"
389,"Floyd warshall algorithm","Graphs [Concepts & Problems]",Hard,"","https://www.youtube.com/watch?v=YbY8cVwWAvw&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=42"
390,"Find the city with the smallest number of neighbors","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/","https://youtu.be/9XybHVqTHcQ"
391,"MST theory","Graphs [Concepts & Problems]",Easy,"","https://youtu.be/ZSPjZuZWCME"
392,"Prim's Algorithm","Graphs [Concepts & Problems]",Hard,"","https://youtu.be/mJcZjjKzeqk"
393,"Disjoint Set ","Graphs [Concepts & Problems]",Hard,"","https://youtu.be/aBxjDBC4M1U"
394,"Find the MST weight","Graphs [Concepts & Problems]",Hard,"","https://youtu.be/mJcZjjKzeqk"
395,"Number of operations to make network connected","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/number-of-operations-to-make-network-connected/","https://youtu.be/FYrl7iz9_ZU"
396,"Most stones removed with same row or column","Graphs [Concepts & Problems]",Medium,"https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/","https://youtu.be/OwMNX8SPavM"
397,"Accounts merge","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/accounts-merge/","https://youtu.be/FMwpt_aQOGw"
398,"Number of islands II","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/number-of-islands-ii/","https://youtu.be/Rn6B-Q4SNyA"
399,"Making a large island","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/making-a-large-island/","https://youtu.be/lgiz0Oup6gM"
400,"Swim in Rising Water","Graphs [Concepts & Problems]",Medium,"https://leetcode.com/problems/swim-in-rising-water/",""
401,"Bridges in graph","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/critical-connections-in-a-network/discuss/382385/find-bridges-in-a-graph","https://youtu.be/qrAub5z8FeA"
402,"Articulation point in graph","Graphs [Concepts & Problems]",Hard,"","https://youtu.be/j1QDfU21iZk"
403,"Kosaraju's algorithm","Graphs [Concepts & Problems]",Hard,"https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings/discuss/766485/kosaraju-algorithm-on","https://www.youtube.com/watch?v=V8qIqJxCioo&list=PLgUwDviBIf0rGEWe64KWas0Nryn7SCRWw&index=27"
404,"Introduction to DP","Dynamic Programming [Patterns and Problems]",Easy,"","https://youtu.be/tyB0ztf0DNY"
405,"Climbing stairs","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/climbing-stairs/","https://youtu.be/mLfjzJsN8us"
406,"Frog Jump","Dynamic Programming [Patterns and Problems]",Medium,"","https://www.youtube.com/watch?v=EgG3jsGoPvQ"
407,"Frog jump with K distances","Dynamic Programming [Patterns and Problems]",Medium,"","https://www.youtube.com/watch?v=Kmh3rhyEtB8"
408,"Maximum sum of non adjacent elements","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/house-robber/","https://www.youtube.com/watch?v=GrMBfJNk_NY"
409,"House robber","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/house-robber-ii/","https://www.youtube.com/watch?v=3WaxQMELSkw"
410,"Ninja's training","Dynamic Programming [Patterns and Problems]",Medium,"","https://www.youtube.com/watch?v=AE39gJYuRog"
411,"Grid Unique Paths : DP on Grids (DP8)","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/unique-paths/","https://www.youtube.com/watch?v=sdE0A2Oxofw"
412,"Unique paths II","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/unique-paths-ii/","https://www.youtube.com/watch?v=TmhpgXScLyY"
413,"Minimum Falling Path Sum","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/minimum-path-sum/","https://youtu.be/_rgTlyky1uQ"
414,"Triangle","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/triangle/","https://www.youtube.com/watch?v=SrP-PiLSYC0"
415,"Ninja and his Friends","Dynamic Programming [Patterns and Problems]",Medium,"","https://www.youtube.com/watch?v=QGfn7JeXK54"
416,"Subset sum equal to target (DP- 14)","Dynamic Programming [Patterns and Problems]",Hard,"","https://www.youtube.com/watch?v=fWX9xDmIzRI"
417,"Partition equal subset sum","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/partition-equal-subset-sum/","https://www.youtube.com/watch?v=7win3dcgo3k"
418,"Partition a set into two subsets with minimum absolute sum difference","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/","https://www.youtube.com/watch?v=GS_OqZb2CWc"
419,"Count subsets with sum K","Dynamic Programming [Patterns and Problems]",Hard,"","https://www.youtube.com/watch?v=ZHyb-A2Mte4"
420,"Count partitions with given difference","Dynamic Programming [Patterns and Problems]",Hard,"","https://www.youtube.com/watch?v=zoilQD1kYSg"
421,"Assign Cookies","Dynamic Programming [Patterns and Problems]",Easy,"https://leetcode.com/problems/assign-cookies/","https://youtu.be/DIX2p7vb9co?si=GofAIDimue-Av0Fi"
422,"Minimum Coins (DP - 20)","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/coin-change/","https://www.youtube.com/watch?v=myPeWb3Y68A"
423,"Target sum","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/target-sum/","https://www.youtube.com/watch?v=b3GD8263-PQ"
424,"Coin Change 2 (DP - 22)","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/coin-change-2/","https://www.youtube.com/watch?v=HgyouUi11zk"
425,"Unbounded knapsack","Dynamic Programming [Patterns and Problems]",Hard,"","https://youtu.be/OgvOZ6OrJoY"
426,"Rod Cutting Problem | (DP - 24)","Dynamic Programming [Patterns and Problems]",Hard,"","https://youtu.be/mO8XpGoJwuo"
427,"Longest common subsequence","Dynamic Programming [Patterns and Problems]",Hard,"","https://youtu.be/-zI4mrF2Pb4"
428,"Print Longest Common Subsequence | (DP - 26)","Dynamic Programming [Patterns and Problems]",Hard,"","https://youtu.be/-zI4mrF2Pb4"
429,"Longest common substring","Dynamic Programming [Patterns and Problems]",Hard,"","https://youtu.be/_wP9mWNPL5w"
430,"Longest palindromic subsequence","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/longest-palindromic-subsequence/","https://youtu.be/6i_T5kkfv4A"
431,"Minimum insertions to make string palindrome | DP-29","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/","https://www.youtube.com/watch?v=xPBLEj41rFU"
432,"Minimum insertions or deletions to convert string A to B","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/delete-operation-for-two-strings/","https://www.youtube.com/watch?v=yMnH0jrir0Q"
433,"Shortest common supersequence","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/shortest-common-supersequence/","https://youtu.be/xElxAuBcvsU"
434,"Distinct subsequences","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/distinct-subsequences/","https://youtu.be/nVG7eTiD2bY"
435,"Edit distance","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/edit-distance/","https://youtu.be/fJaKO8FbDdo"
436,"Wildcard matching","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/wildcard-matching/","https://youtu.be/ZmlQ3vgAOMo"
437,"Best time to buy and sell stock","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock/","https://youtu.be/excAOvwF_Wk"
438,"Best time to buy and sell stock II","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/","https://youtu.be/nGJmxkUJQGs"
439,"Best time to buy and sell stock III","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/description/","https://youtu.be/-uQGzhYj8BQ"
440,"Best time to buy and sell stock IV","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/","https://youtu.be/IV1dHbk5CDc"
441,"Best Time to Buy and Sell Stock with Cooldown","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/","https://youtu.be/IGIe46xw3YY"
442,"Best time to buy and sell stock with transaction fees","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/","https://youtu.be/k4eK-vEmnKg"
443,"Longest Increasing Subsequence","Dynamic Programming [Patterns and Problems]",Medium,"","https://youtu.be/on2hvxBXJH4"
444,"Print Longest Increasing Subsequence","Dynamic Programming [Patterns and Problems]",Medium,"","https://youtu.be/IFfYfonAFGc"
445,"Longest Increasing Subsequence |(DP-43)","Dynamic Programming [Patterns and Problems]",Medium,"","https://youtu.be/on2hvxBXJH4"
446,"Largest Divisible Subset","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/largest-divisible-subset/","https://youtu.be/gDuZwBW9VvM"
447,"Longest String Chain","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/longest-string-chain/","https://youtu.be/YY8iBaYcc4g"
448,"Longest Bitonic Subsequence","Dynamic Programming [Patterns and Problems]",Medium,"","https://youtu.be/y4vN0WNdrlg"
449,"Number of Longest Increasing Subsequences","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/number-of-longest-increasing-subsequence/","https://youtu.be/cKVl1TFdNXg"
450,"Matrix chain multiplication","Dynamic Programming [Patterns and Problems]",Hard,"","https://youtu.be/vRVfmbCFW7Y"
451,"Matrix Chain Multiplication | Bottom-Up|(DP-49)","Dynamic Programming [Patterns and Problems]",Hard,"","https://youtu.be/pDCXsbAw5Cg"
452,"Minimum cost to cut the stick","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/minimum-cost-to-cut-a-stick/","https://youtu.be/xwomavsC86c"
453,"Burst balloons","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/burst-balloons/","https://youtu.be/Yz4LlDSlkns"
454,"Different Ways to Evaluate a Boolean Expression","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/parsing-a-boolean-expression/","https://youtu.be/MM7fXopgyjw"
455,"Palindrome partitioning II ","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/palindrome-partitioning-ii/","https://youtu.be/_H8V5hJUGd0"
456,"Partition Array for Maximum Sum","Dynamic Programming [Patterns and Problems]",Medium,"https://leetcode.com/problems/partition-array-for-maximum-sum/","https://youtu.be/PhWWJmaKfMc"
457,"Maximum Rectangle Area with all 1's|(DP-55)","Dynamic Programming [Patterns and Problems]",Hard,"https://leetcode.com/problems/maximal-rectangle/","https://youtu.be/tOylVCugy9k"
458,"Count Square Submatrices with All Ones|(DP-56)","Dynamic Programming [Patterns and Problems]",Easy,"https://leetcode.com/problems/count-square-submatrices-with-all-ones/","https://youtu.be/auS1fynpnjo"
459,"Trie Implementation and Operations","Tries",Hard,"https://leetcode.com/problems/implement-trie-prefix-tree/","https://www.youtube.com/watch?v=dBGUmUQhjaM&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp"
460,"Trie Implementation and Advanced Operations","Tries",Hard,"",""
461,"Longest Word with All Prefixes","Tries",Medium,"","https://www.youtube.com/watch?v=AWnBa91lThI&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=3"
462,"Number of distinct substrings in a string","Tries",Medium,"","https://www.youtube.com/watch?v=RV0QeTyHZxo&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=4"
463,"Bit PreRequisites for TRIE Problems","Tries",Easy,"","https://youtu.be/5iyuU4hQFrw"
464,"Maximum XOR of two numbers in an array","Tries",Hard,"https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/","https://www.youtube.com/watch?v=EIhAwfHubE8&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=6"
465,"Maximum Xor with an element from an array","Tries",Hard,"https://leetcode.com/problems/maximum-xor-with-an-element-from-array/","https://www.youtube.com/watch?v=Q8LhG9Pi5KM&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=7"
466,"Minimum number of bracket reversals to make an expression balanced","Strings",Hard,"https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/",""
467,"Count and say","Strings",Hard,"https://leetcode.com/problems/count-and-say/",""
468,"Hashing In Strings | Theory","Strings",Easy,"",""
469,"Rabin Karp Algorithm","Strings",Hard,"https://leetcode.com/problems/repeated-string-match/discuss/416144/Rabin-Karp-algorithm-C%2B%2B-implementation",""
470,"Z function","Strings",Hard,"",""
471,"KMP Algorithm or LPS array","Strings",Hard,"https://leetcode.com/problems/implement-strstr/",""
472,"Shortest Palindrome","Strings",Hard,"",""
473,"Longest happy prefix","Strings",Hard,"https://leetcode.com/problems/longest-happy-prefix/",""
474,"Count Palindromic Subsequences","Strings",Medium,"https://leetcode.com/problems/palindromic-substrings/",""
